date,user,pc,file_tree,activity
01/04/2010 12:20,QKO2718,PC-7030,R:\;R:\456Mqj8;R:\QKO2718,Connect
01/04/2010 12:20,WAH2778,PC-5702,R:\;R:\138dmn8;R:\63l5777;R:\93TV3S2;R:\97Z9827;R:\WAH2778,Connect
01/04/2010 12:20,ROH1347,PC-1449,R:\;R:\47P8497;R:\91x1jK4;R:\ROH1347,Connect
01/04/2010 12:20,OJT3599,PC-9436,R:\;R:\OJT3599,Connect
01/04/2010 12:20,MEW1406,PC-3134,R:\;R:\19p7Fr4;R:\54DLR21;R:\96LYFb0;R:\97P39Q6;R:\MEW1406,Connect
01/04/2010 12:21,ECB1683,PC-9614,R:\;R:\ECB1683,Connect
01/04/2010 12:21,TAM2031,PC-8643,,Disconnect
01/04/2010 12:21,VJB1928,PC-7171,,Disconnect
01/04/2010 12:22,FAJ3608,PC-1335,R:\;R:\FAJ3608,Connect
01/04/2010 12:22,HBD1371,PC-3924,R:\;R:\HBD1371,Connect
01/04/2010 12:22,REJ2666,PC-9016,R:\;R:\39d26d6;R:\44V73d6;R:\81R64j6;R:\85VB4T2;R:\REJ2666,Connect
01/04/2010 12:22,CEC1352,PC-7905,R:\;R:\58gL993;R:\61q9K65;R:\69Vr4C2;R:\CEC1352,Connect
01/04/2010 12:23,DJB1236,PC-4933,,Disconnect
01/04/2010 12:23,CLR2407,PC-2704,,Disconnect
01/04/2010 12:24,IWW0699,PC-4520,,Disconnect
01/04/2010 12:24,OAP2825,PC-0824,R:\;R:\12g2S85;R:\422DZN8;R:\72RD8b2;R:\OAP2825,Connect
01/04/2010 12:24,BDJ3001,PC-4401,,Disconnect
01/04/2010 12:24,YNW2855,PC-0624,R:\;R:\34k9j35;R:\42W5C25;R:\493lzD8;R:\YNW2855,Connect
01/04/2010 12:24,REJ2666,PC-9016,,Disconnect
01/04/2010 12:24,ACF1806,PC-0275,,Disconnect
01/04/2010 12:25,FNM2124,PC-3075,R:\;R:\15jrS81;R:\24J2LB4;R:\47YB4N2;R:\74TK1J2;R:\FNM2124,Connect
01/04/2010 12:25,HBD1371,PC-3924,,Disconnect
01/04/2010 12:25,MPB2578,PC-0946,R:\;R:\24J4997;R:\356qbL8;R:\MPB2578,Connect
01/04/2010 12:25,FNW3564,PC-7929,R:\;R:\12J93C6;R:\37F1C95;R:\39v8Ms4;R:\FNW3564,Connect
01/04/2010 12:26,HNB2571,PC-4445,R:\;R:\43nCF41;R:\75X1257;R:\82FM4L2;R:\82X1w85;R:\HNB2571,Connect
01/04/2010 12:26,XCL1792,PC-7186,,Disconnect
01/04/2010 12:26,LTH1795,PC-3312,R:\;R:\LTH1795,Connect
01/04/2010 12:26,OSC1925,PC-7224,R:\;R:\35X4s45;R:\42wB8x2;R:\883kP39;R:\OSC1925,Connect
01/04/2010 12:26,GAF2480,PC-7235,,Disconnect
01/04/2010 12:26,IKT0917,PC-9893,,Disconnect
01/04/2010 12:27,THH2751,PC-1098,,Disconnect
01/04/2010 12:27,CNH3475,PC-8832,,Disconnect
01/04/2010 12:27,FAJ3608,PC-1335,,Disconnect
01/04/2010 12:27,LFR0075,PC-1308,R:\;R:\29Qglz0;R:\39p3t75;R:\81P4597;R:\LFR0075,Connect
01/04/2010 12:27,JTJ3700,PC-9048,R:\;R:\76rDNh0;R:\JTJ3700,Connect
01/04/2010 12:27,LFR0075,PC-1308,,Disconnect
01/04/2010 12:27,MAG2667,PC-9526,R:\;R:\87b8417;R:\MAG2667,Connect
01/04/2010 12:27,HGJ2592,PC-4177,R:\;R:\77cD9m2;R:\832yJ59;R:\HGJ2592,Connect
01/04/2010 12:27,ABM3687,PC-6740,,Disconnect
01/04/2010 12:28,DGQ3744,PC-0311,,Disconnect
01/04/2010 12:28,CSM1554,PC-9631,,Disconnect
01/04/2010 12:28,VPS3185,PC-3491,R:\;R:\VPS3185,Connect
01/04/2010 12:28,ECB1683,PC-9614,,Disconnect
01/04/2010 12:28,YNW2855,PC-0624,,Disconnect
01/04/2010 12:29,UKC0543,PC-0084,R:\;R:\UKC0543,Connect
01/04/2010 12:29,RRD2697,PC-8178,R:\;R:\68Lt8N2;R:\734DT99;R:\75p3537;R:\78h43G6;R:\RRD2697,Connect
01/04/2010 12:29,MKR1339,PC-4814,R:\;R:\538Cg79;R:\67sS153;R:\87qB243;R:\MKR1339,Connect
01/04/2010 12:29,AGF0742,PC-5604,R:\;R:\59Yd9J2;R:\AGF0742,Connect
01/04/2010 12:29,BDJ3001,PC-4401,R:\;R:\43WTgN0;R:\87rRp41;R:\BDJ3001,Connect
01/04/2010 12:29,QCD0386,PC-9878,,Disconnect
01/04/2010 12:30,NVH3726,PC-9808,R:\;R:\21N99Y6;R:\83C2227;R:\83jR3F2;R:\NVH3726,Connect
01/04/2010 12:30,RSS3182,PC-6697,,Disconnect
01/04/2010 12:30,SIS3576,PC-7467,,Disconnect
01/04/2010 12:30,KWC3812,PC-8397,,Disconnect
01/04/2010 12:31,QKO2718,PC-7030,,Disconnect
01/04/2010 12:31,HAG3196,PC-5594,R:\;R:\298bt49;R:\42wK163;R:\65Gzn91;R:\67N36H6;R:\HAG3196,Connect
01/04/2010 12:31,RRD2697,PC-8178,,Disconnect
01/04/2010 12:31,CJM0273,PC-3471,,Disconnect
01/04/2010 12:31,MPS2849,PC-3655,R:\;R:\MPS2849,Connect
01/04/2010 12:31,AKD0272,PC-4599,,Disconnect
01/04/2010 12:31,BUS1727,PC-7632,,Disconnect
01/04/2010 12:31,IMS0862,PC-1101,,Disconnect
01/04/2010 12:31,NJL2478,PC-8148,R:\;R:\51K5yd4;R:\599Jzp8;R:\63Ll6k2;R:\92m8357;R:\NJL2478,Connect
01/04/2010 12:32,RSG0687,PC-8994,,Disconnect
01/04/2010 12:32,MIC2325,PC-7190,R:\;R:\74M8J95;R:\MIC2325,Connect
01/04/2010 12:32,MEW1406,PC-3134,,Disconnect
01/04/2010 12:32,ACS1921,PC-6938,R:\;R:\58YK1X2;R:\66vWx51;R:\682Qm89;R:\ACS1921,Connect
01/04/2010 12:32,CCN2726,PC-6879,R:\;R:\19Hp7d2;R:\55n53r6;R:\CCN2726,Connect
01/04/2010 12:32,CDC3413,PC-1539,R:\;R:\36tHN61;R:\42H3dF4;R:\75qx673;R:\CDC3413,Connect
01/04/2010 12:32,NOE2965,PC-4936,,Disconnect
01/04/2010 12:33,JPC2507,PC-0747,R:\;R:\23ndhj0;R:\56Cj9P2;R:\79P9m95;R:\84D6367;R:\JPC2507,Connect
01/04/2010 12:33,HBD1371,PC-3924,R:\;R:\HBD1371,Connect
01/04/2010 12:33,AGF0742,PC-5604,,Disconnect
01/04/2010 12:33,MJS3720,PC-6924,R:\;R:\43sk4L2;R:\77C8947;R:\77ynYV0;R:\87hX913;R:\MJS3720,Connect
01/04/2010 12:33,ICH2378,PC-1546,R:\;R:\272VyR8;R:\ICH2378,Connect
01/04/2010 12:33,AOC0982,PC-0721,R:\;R:\28hX7Y2;R:\388Yd99;R:\49tnlB0;R:\634Mch8;R:\AOC0982,Connect
01/04/2010 12:34,ADB1105,PC-3024,R:\;R:\ADB1105,Connect
01/04/2010 12:34,ROR3483,PC-4365,,Disconnect
01/04/2010 12:34,TMC3659,PC-7374,R:\;R:\45f9m55;R:\871zl39;R:\TMC3659,Connect
01/04/2010 12:34,CQS2883,PC-6220,R:\;R:\61cx113;R:\CQS2883,Connect
01/04/2010 12:34,UKC0543,PC-0084,,Disconnect
01/04/2010 12:35,OJT3599,PC-9436,,Disconnect
01/04/2010 12:35,HGJ2592,PC-4177,,Disconnect
01/04/2010 12:35,RPS3617,PC-5963,,Disconnect
01/04/2010 12:35,ADB1105,PC-3024,,Disconnect
01/04/2010 12:36,BDJ3001,PC-4401,,Disconnect
01/04/2010 12:36,CLR2407,PC-2704,R:\;R:\12Bf2v2;R:\39KkVd0;R:\44m3yx4;R:\83p4727;R:\CLR2407,Connect
01/04/2010 12:36,SAB0817,PC-3926,,Disconnect
01/04/2010 12:36,PNH1444,PC-6885,R:\;R:\55C6Lp4;R:\PNH1444,Connect
01/04/2010 12:36,ADG1737,PC-1196,R:\;R:\53B4417;R:\ADG1737,Connect
01/04/2010 12:36,REJ2666,PC-9016,R:\;R:\39d26d6;R:\44V73d6;R:\81R64j6;R:\85VB4T2;R:\REJ2666,Connect
01/04/2010 12:36,SJM3805,PC-5827,,Disconnect
01/04/2010 12:37,PNH1444,PC-6885,,Disconnect
01/04/2010 12:37,LPC2011,PC-0281,R:\;R:\12WLJ41;R:\26FFTs0;R:\62TtB81;R:\LPC2011,Connect
01/04/2010 12:37,AME1490,PC-1624,R:\;R:\AME1490,Connect
01/04/2010 12:37,VPS3185,PC-3491,,Disconnect
01/04/2010 12:37,VDP0790,PC-3576,R:\;R:\VDP0790,Connect
01/04/2010 12:37,BDJ3001,PC-4401,R:\;R:\43WTgN0;R:\87rRp41;R:\BDJ3001,Connect
01/04/2010 12:37,FNM2124,PC-3075,,Disconnect
01/04/2010 12:37,MIC2325,PC-7190,,Disconnect
01/04/2010 12:37,ROH1347,PC-1449,,Disconnect
01/04/2010 12:37,HHD2393,PC-2930,R:\;R:\25QQ523;R:\HHD2393,Connect
01/04/2010 12:37,YDM1720,PC-1224,R:\;R:\11r6867;R:\32ZJ6Y2;R:\37PMM31;R:\62rWRp0;R:\YDM1720,Connect
01/04/2010 12:37,HQF1912,PC-4388,R:\;R:\23qm4F2;R:\HQF1912,Connect
01/04/2010 12:38,SJM3805,PC-5827,R:\;R:\SJM3805,Connect
01/04/2010 12:38,NJL2478,PC-8148,,Disconnect
01/04/2010 12:38,SJM3805,PC-5827,,Disconnect
01/04/2010 12:38,OAP2825,PC-0824,,Disconnect
01/04/2010 12:39,ECB1683,PC-9614,R:\;R:\ECB1683,Connect
01/04/2010 12:39,SDH2394,PC-5849,,Disconnect
01/04/2010 12:39,BRG3267,PC-8439,,Disconnect
01/04/2010 12:39,RPH2326,PC-8723,R:\;R:\15gZ443;R:\22mB7k2;R:\38v62m6;R:\RPH2326,Connect
01/04/2010 12:40,GJB2659,PC-5426,R:\;R:\372Wg19;R:\GJB2659,Connect
01/04/2010 12:40,TKS1549,PC-5128,R:\;R:\TKS1549,Connect
01/04/2010 12:40,BDJ3001,PC-4401,,Disconnect
01/04/2010 12:40,LRS2996,PC-4651,R:\;R:\51N43G6;R:\LRS2996,Connect
01/04/2010 12:40,DAS3775,PC-5109,R:\;R:\41m6l95;R:\DAS3775,Connect
01/04/2010 12:41,MIC2325,PC-7190,R:\;R:\74M8J95;R:\MIC2325,Connect
01/04/2010 12:41,XIW0171,PC-7206,,Disconnect
01/04/2010 12:41,WRM0515,PC-5579,R:\;R:\62X6M35;R:\WRM0515,Connect
01/04/2010 12:41,VDI1217,PC-7996,R:\;R:\14d6137;R:\63nlW61;R:\64kn9n2;R:\VDI1217,Connect
01/04/2010 12:41,TMC3659,PC-7374,,Disconnect
01/04/2010 12:41,DOM0586,PC-9943,R:\;R:\29B1f45;R:\35s19T6;R:\68gqjl0;R:\825YTp8;R:\DOM0586,Connect
01/04/2010 12:41,DAS3775,PC-5109,,Disconnect
01/04/2010 12:41,APP2488,PC-1629,,Disconnect
01/04/2010 12:41,FNW3564,PC-7929,,Disconnect
01/04/2010 12:42,LPC2011,PC-0281,,Disconnect
01/04/2010 12:42,LUK1182,PC-0841,,Disconnect
01/04/2010 12:42,CCN2726,PC-6879,,Disconnect
01/04/2010 12:42,CMP2946,PC-9447,,Disconnect
01/04/2010 12:42,CBA1023,PC-1570,R:\;R:\42gY283;R:\48rr4y2;R:\59ntt61;R:\76xCQG0;R:\CBA1023,Connect
01/04/2010 12:42,YKW3832,PC-2158,,Disconnect
01/04/2010 12:42,MLW2240,PC-1960,R:\;R:\34RnHC0;R:\86W5zW4;R:\MLW2240,Connect
01/04/2010 12:42,BBT0062,PC-3304,R:\;R:\BBT0062,Connect
01/04/2010 12:42,HMM2768,PC-7746,,Disconnect
01/04/2010 12:43,RAA1455,PC-7117,R:\;R:\46D6D95;R:\51Vrb41;R:\84q4JP4;R:\88l7W95;R:\RAA1455,Connect
01/04/2010 12:43,JPC2507,PC-0747,,Disconnect
01/04/2010 12:43,HIP0148,PC-3393,,Disconnect
01/04/2010 12:43,APA1788,PC-5022,R:\;R:\APA1788,Connect
01/04/2010 12:43,LUK1182,PC-0841,R:\;R:\47Vp5R2;R:\LUK1182,Connect
01/04/2010 12:43,BDJ3001,PC-4401,R:\;R:\43WTgN0;R:\87rRp41;R:\BDJ3001,Connect
01/04/2010 12:43,GKB2807,PC-6822,R:\;R:\66T4467;R:\GKB2807,Connect
01/04/2010 12:43,VDI1217,PC-7996,,Disconnect
01/04/2010 12:44,GNT0221,PC-6427,R:\;R:\GNT0221,Connect
01/04/2010 12:44,DBC3871,PC-4703,R:\;R:\DBC3871,Connect
01/04/2010 12:44,AFB0904,PC-2222,R:\;R:\41cYMz0;R:\428ff29;R:\48rrGT0;R:\65M2lK4;R:\AFB0904,Connect
01/04/2010 12:44,REJ2666,PC-9016,,Disconnect
01/04/2010 12:44,HGJ2592,PC-4177,R:\;R:\77cD9m2;R:\832yJ59;R:\HGJ2592,Connect
01/04/2010 12:44,IWW0699,PC-4520,R:\;R:\IWW0699,Connect
01/04/2010 12:44,NGP0549,PC-3662,R:\;R:\NGP0549,Connect
01/04/2010 12:44,SJM3805,PC-5827,R:\;R:\SJM3805,Connect
01/04/2010 12:45,VEW0278,PC-8644,R:\;R:\VEW0278,Connect
01/04/2010 12:45,CSM3502,PC-3472,R:\;R:\15SL6M2;R:\31r4Y65;R:\35wnYw0;R:\75PL933;R:\CSM3502,Connect
01/04/2010 12:45,DBC3871,PC-4703,,Disconnect
01/04/2010 12:45,GVC1358,PC-8925,R:\;R:\GVC1358,Connect
01/04/2010 12:45,YDM1720,PC-1224,,Disconnect
01/04/2010 12:46,BDJ3001,PC-4401,,Disconnect
01/04/2010 12:46,ANL3024,PC-7640,R:\;R:\38V6Vs4;R:\99mD4L2;R:\ANL3024,Connect
01/04/2010 12:46,MEW1406,PC-3134,R:\;R:\19p7Fr4;R:\54DLR21;R:\96LYFb0;R:\97P39Q6;R:\MEW1406,Connect
01/04/2010 12:47,IMS0862,PC-1101,R:\;R:\61L23p6;R:\98HH5l2;R:\IMS0862,Connect
01/04/2010 12:47,JAB3656,PC-3146,,Disconnect
01/04/2010 12:47,ANL3024,PC-7640,,Disconnect
01/04/2010 12:47,MFK0902,PC-9063,R:\;R:\411sR89;R:\57ScTf0;R:\73Kgtd0;R:\75Mk1n2;R:\MFK0902,Connect
01/04/2010 12:47,RPH2326,PC-8723,,Disconnect
01/04/2010 12:47,CEC1352,PC-7905,,Disconnect
01/04/2010 12:47,ECB1683,PC-9614,,Disconnect
01/04/2010 12:47,LDB3304,PC-4961,,Disconnect
01/04/2010 12:47,SIS3576,PC-7467,R:\;R:\16Z3w95;R:\26F91T6;R:\89x8477;R:\SIS3576,Connect
01/04/2010 12:47,VDP0790,PC-3576,,Disconnect
01/04/2010 12:48,FNW3564,PC-7929,R:\;R:\12J93C6;R:\37F1C95;R:\39v8Ms4;R:\FNW3564,Connect
01/04/2010 12:48,KDC0444,PC-6964,R:\;R:\27w9mY4;R:\36yJGQ0;R:\53c2tZ4;R:\73c1Qw4;R:\KDC0444,Connect
01/04/2010 12:48,ADG1737,PC-1196,,Disconnect
01/04/2010 12:48,JTJ3700,PC-9048,,Disconnect
01/04/2010 12:48,HAG3196,PC-5594,,Disconnect
01/04/2010 12:48,MCW0674,PC-3018,R:\;R:\MCW0674,Connect
01/04/2010 12:48,BBT0062,PC-3304,,Disconnect
01/04/2010 12:48,MLW2240,PC-1960,,Disconnect
01/04/2010 12:49,HQF1912,PC-4388,,Disconnect
01/04/2010 12:49,GFK3498,PC-0027,R:\;R:\15BL723;R:\23r8Mp4;R:\283jJ79;R:\793vHX8;R:\GFK3498,Connect
01/04/2010 12:49,REJ2666,PC-9016,R:\;R:\39d26d6;R:\44V73d6;R:\81R64j6;R:\85VB4T2;R:\REJ2666,Connect
01/04/2010 12:49,TJS3067,PC-5461,R:\;R:\17Hs613;R:\28gXZG0;R:\52w68l6;R:\91X5357;R:\TJS3067,Connect
01/04/2010 12:49,LTW1441,PC-2126,,Disconnect
01/04/2010 12:49,AED1421,PC-0707,R:\;R:\31rWD71;R:\67jg5L2;R:\72WGC91;R:\96K4tT4;R:\AED1421,Connect
01/04/2010 12:49,WAH2778,PC-5702,,Disconnect
01/04/2010 12:50,NQO2712,PC-0856,R:\;R:\39RN4N2;R:\85cLB51;R:\NQO2712,Connect
01/04/2010 12:50,FAL1867,PC-3068,R:\;R:\27J5877;R:\78Q43P6;R:\FAL1867,Connect
01/04/2010 12:50,HIP0148,PC-3393,R:\;R:\246xRw8;R:\HIP0148,Connect
01/04/2010 12:50,CSM3502,PC-3472,,Disconnect
01/04/2010 12:51,BDJ3326,PC-6252,R:\;R:\54X47c6;R:\BDJ3326,Connect
01/04/2010 12:51,ABO1173,PC-8764,R:\;R:\12gS923;R:\13c8337;R:\ABO1173,Connect
01/04/2010 12:51,MLW2240,PC-1960,R:\;R:\34RnHC0;R:\86W5zW4;R:\MLW2240,Connect
01/04/2010 12:51,DNM0275,PC-4453,R:\;R:\22QBzq0;R:\49M3g95;R:\79F1357;R:\96Hj5z2;R:\DNM0275,Connect
01/04/2010 12:51,RAA1455,PC-7117,,Disconnect
01/04/2010 12:51,KAC1774,PC-9455,R:\;R:\11N5kF4;R:\21R8787;R:\KAC1774,Connect
01/04/2010 12:52,LRS2996,PC-4651,,Disconnect
01/04/2010 12:52,THH2751,PC-1098,R:\;R:\THH2751,Connect
01/04/2010 12:52,VJB1928,PC-7171,R:\;R:\152zlk8;R:\53fm8t2;R:\VJB1928,Connect
01/04/2010 12:52,OKH3777,PC-5467,R:\;R:\13y9937;R:\21fz413;R:\59N9947;R:\98F7167;R:\OKH3777,Connect
01/04/2010 12:52,AMJ2374,PC-7610,R:\;R:\38P3Sd4;R:\AMJ2374,Connect
01/04/2010 12:52,SCM3407,PC-6577,R:\;R:\28M7597;R:\51qMjm0;R:\SCM3407,Connect
01/04/2010 12:52,SJM3805,PC-5827,,Disconnect
01/04/2010 12:53,KAC1774,PC-9455,,Disconnect
01/04/2010 12:53,CRM0139,PC-8757,,Disconnect
01/04/2010 12:53,HNB2571,PC-4445,,Disconnect
01/04/2010 12:53,IMS0862,PC-1101,,Disconnect
01/04/2010 12:53,CAM0679,PC-1109,,Disconnect
01/04/2010 12:53,CAR0992,PC-9203,R:\;R:\43vp4s2;R:\CAR0992,Connect
01/04/2010 12:53,GAH0525,PC-7394,R:\;R:\17sMzz0;R:\29b7C25;R:\41n5h45;R:\45cx3q2;R:\GAH0525,Connect
01/04/2010 12:53,JSM3931,PC-8211,R:\;R:\11TR193;R:\19SYJ61;R:\493td99;R:\JSM3931,Connect
01/04/2010 12:53,GTC0747,PC-0870,R:\;R:\GTC0747,Connect
01/04/2010 12:54,SJM3805,PC-5827,R:\;R:\SJM3805,Connect
01/04/2010 12:54,MIC2325,PC-7190,,Disconnect
01/04/2010 12:54,JEM0546,PC-0308,,Disconnect
01/04/2010 12:54,RLB1334,PC-4429,R:\;R:\RLB1334,Connect
01/04/2010 12:54,USF1753,PC-9328,R:\;R:\34N8367;R:\38Mt973;R:\46n1H35;R:\USF1753,Connect
01/04/2010 12:54,DHL2219,PC-8257,R:\;R:\DHL2219,Connect
01/04/2010 12:55,FNW3564,PC-7929,,Disconnect
01/04/2010 12:55,IWW0699,PC-4520,,Disconnect
01/04/2010 12:55,SDH2394,PC-5849,R:\;R:\22B5gX4;R:\SDH2394,Connect
01/04/2010 12:55,LRM1362,PC-7080,R:\;R:\24Kt3g2;R:\54J91g6;R:\76FM343;R:\94mSY91;R:\LRM1362,Connect
01/04/2010 12:55,CHM1561,PC-7046,R:\;R:\CHM1561,Connect
01/04/2010 12:55,GFK3498,PC-0027,,Disconnect
01/04/2010 12:55,TFH0544,PC-4354,R:\;R:\27K5LJ4;R:\41g5B75;R:\82kLrX0;R:\97X1pj4;R:\TFH0544,Connect
01/04/2010 12:56,PMH3484,PC-6983,R:\;R:\42W8wz4;R:\884bJh8;R:\PMH3484,Connect
01/04/2010 12:56,LUK1182,PC-0841,,Disconnect
01/04/2010 12:56,EJL1075,PC-0520,R:\;R:\57h5l75;R:\EJL1075,Connect
01/04/2010 12:56,JMV0602,PC-4115,R:\;R:\63HD4c2;R:\73vFHh0;R:\95y44Y6;R:\96mdpW0;R:\JMV0602,Connect
01/04/2010 12:56,REJ2666,PC-9016,,Disconnect
01/04/2010 12:56,ROH1347,PC-1449,R:\;R:\47P8497;R:\91x1jK4;R:\ROH1347,Connect
01/04/2010 12:56,OKH3777,PC-5467,,Disconnect
01/04/2010 12:57,JET2299,PC-8010,R:\;R:\18lY6W2;R:\336ZP69;R:\948DC69;R:\JET2299,Connect
01/04/2010 12:57,FAL1867,PC-3068,,Disconnect
01/04/2010 12:57,ZDC2523,PC-2312,R:\;R:\26Zd853;R:\33Wv6K2;R:\63vG3v2;R:\93p5C35;R:\ZDC2523,Connect
01/04/2010 12:57,HMM2768,PC-7746,R:\;R:\511mkq8;R:\96y11T6;R:\HMM2768,Connect
01/04/2010 12:57,GTC0747,PC-0870,,Disconnect
01/04/2010 12:57,SJM3805,PC-5827,,Disconnect
01/04/2010 12:58,TFH0544,PC-4354,,Disconnect
01/04/2010 12:58,GNT0221,PC-6427,,Disconnect
01/04/2010 12:58,PNH1444,PC-6885,R:\;R:\55C6Lp4;R:\PNH1444,Connect
01/04/2010 12:58,DJB1236,PC-4933,R:\;R:\62PD313;R:\79M16P6;R:\DJB1236,Connect
01/04/2010 12:58,NJM0440,PC-0411,R:\;R:\NJM0440,Connect
01/04/2010 12:58,RSS3182,PC-6697,R:\;R:\18WY6J2;R:\278sQS8;R:\32RZ553;R:\59ygS21;R:\RSS3182,Connect
01/04/2010 12:58,SDH2394,PC-5849,,Disconnect
01/04/2010 12:59,HGJ2592,PC-4177,,Disconnect
01/04/2010 12:59,ESS3318,PC-2607,R:\;R:\83HcQ51;R:\994GYK8;R:\ESS3318,Connect
01/04/2010 12:59,JHK3122,PC-4288,,Disconnect
01/04/2010 12:59,AGF0742,PC-5604,R:\;R:\59Yd9J2;R:\AGF0742,Connect
01/04/2010 12:59,CTH0737,PC-7446,R:\;R:\52FT863;R:\67z3857;R:\97f3347;R:\CTH0737,Connect
01/04/2010 12:59,ATH0225,PC-7844,R:\;R:\13x1p75;R:\27QJ5H2;R:\73ln1M2;R:\ATH0225,Connect
01/04/2010 13:00,BLB1876,PC-6138,,Disconnect
01/04/2010 13:00,RRD2697,PC-8178,R:\;R:\68Lt8N2;R:\734DT99;R:\75p3537;R:\78h43G6;R:\RRD2697,Connect
01/04/2010 13:00,RSV3166,PC-8992,R:\;R:\26v71n6;R:\57hWP61;R:\81N98q6;R:\RSV3166,Connect
01/04/2010 13:00,VEW0278,PC-8644,,Disconnect
01/04/2010 13:00,MJS3720,PC-6924,,Disconnect
01/04/2010 13:00,MFK0902,PC-9063,,Disconnect
01/04/2010 13:00,CJM3315,PC-0055,R:\;R:\22cX833;R:\23Gb623;R:\68j8s25;R:\71FCh71;R:\CJM3315,Connect
01/04/2010 13:01,SIS3576,PC-7467,,Disconnect
01/04/2010 13:01,AGF0742,PC-5604,,Disconnect
01/04/2010 13:01,NGP0549,PC-3662,,Disconnect
01/04/2010 13:02,ICH2378,PC-1546,,Disconnect
01/04/2010 13:02,DOM0586,PC-9943,,Disconnect
01/04/2010 13:02,JSM3931,PC-8211,,Disconnect
01/04/2010 13:02,GAH0525,PC-7394,,Disconnect
01/04/2010 13:02,ACS1921,PC-6938,,Disconnect
01/04/2010 13:02,MCB2802,PC-0094,R:\;R:\29QwGh0;R:\49NK2c2;R:\971dmV8;R:\MCB2802,Connect
01/04/2010 13:02,APP2488,PC-1629,R:\;R:\185PBY8;R:\APP2488,Connect
01/04/2010 13:02,CLR2407,PC-2704,,Disconnect
01/04/2010 13:02,RRD2697,PC-8178,,Disconnect
01/04/2010 13:03,WDD2677,PC-5115,R:\;R:\24q8647;R:\64W2917;R:\WDD2677,Connect
01/04/2010 13:03,ADG1737,PC-1196,R:\;R:\53B4417;R:\ADG1737,Connect
01/04/2010 13:03,ROH1347,PC-1449,,Disconnect
01/04/2010 13:03,TJS3067,PC-5461,,Disconnect
01/04/2010 13:03,RSS3182,PC-6697,,Disconnect
01/04/2010 13:03,OKH3777,PC-5467,R:\;R:\13y9937;R:\21fz413;R:\59N9947;R:\98F7167;R:\OKH3777,Connect
01/04/2010 13:04,AOC0982,PC-0721,,Disconnect
01/04/2010 13:04,JKS2444,PC-6961,R:\;R:\JKS2444,Connect
01/04/2010 13:04,LNM1879,PC-1338,R:\;R:\294HB99;R:\45x2797;R:\LNM1879,Connect
01/04/2010 13:04,GKB2807,PC-6822,,Disconnect
01/04/2010 13:04,ROH1347,PC-1449,R:\;R:\47P8497;R:\91x1jK4;R:\ROH1347,Connect
01/04/2010 13:04,TLK0003,PC-7021,R:\;R:\13sV913;R:\TLK0003,Connect
01/04/2010 13:04,JMV0602,PC-4115,,Disconnect
01/04/2010 13:05,KDC0444,PC-6964,,Disconnect
01/04/2010 13:05,GJB2659,PC-5426,,Disconnect
01/04/2010 13:05,MDO0606,PC-1061,R:\;R:\31mnsh0;R:\82d96C6;R:\MDO0606,Connect
01/04/2010 13:05,ICH2378,PC-1546,R:\;R:\272VyR8;R:\ICH2378,Connect
01/04/2010 13:05,MPB2578,PC-0946,,Disconnect
01/04/2010 13:06,ATH0225,PC-7844,,Disconnect
01/04/2010 13:06,GWM3260,PC-1775,R:\;R:\62T88W6;R:\64fBYw0;R:\65Th5c2;R:\93xt413;R:\GWM3260,Connect
01/04/2010 13:07,AGF0742,PC-5604,R:\;R:\59Yd9J2;R:\AGF0742,Connect
01/04/2010 13:07,NJM0440,PC-0411,,Disconnect
01/04/2010 13:07,FGC0114,PC-5400,,Disconnect
01/04/2010 13:07,USF1753,PC-9328,,Disconnect
01/04/2010 13:08,AME1490,PC-1624,,Disconnect
01/04/2010 13:08,DTH1333,PC-4303,R:\;R:\28rZ213;R:\73kQ263;R:\87mt773;R:\DTH1333,Connect
01/04/2010 13:08,LNM1879,PC-1338,,Disconnect
01/04/2010 13:08,CBA1023,PC-1570,,Disconnect
01/04/2010 13:09,EYD2871,PC-9862,R:\;R:\59qyk71;R:\99y2787;R:\EYD2871,Connect
01/04/2010 13:09,DGQ3744,PC-0311,R:\;R:\53N8tj4;R:\55K4bq4;R:\71J9187;R:\DGQ3744,Connect
01/04/2010 13:09,FYP1187,PC-8933,R:\;R:\14C2787;R:\14DNW61;R:\15jPC61;R:\415RWs8;R:\FYP1187,Connect
01/04/2010 13:09,AED1421,PC-0707,,Disconnect
01/04/2010 13:09,MPS2849,PC-3655,,Disconnect
01/04/2010 13:09,REJ2666,PC-9016,R:\;R:\39d26d6;R:\44V73d6;R:\81R64j6;R:\85VB4T2;R:\REJ2666,Connect
01/04/2010 13:10,LAH3026,PC-2610,R:\;R:\34C42f6;R:\73fhty0;R:\79dh3X2;R:\81xn823;R:\LAH3026,Connect
01/04/2010 13:10,JCL0446,PC-6384,R:\;R:\49Z21s6;R:\58RbkX0;R:\83S9jK4;R:\85V8zD4;R:\JCL0446,Connect
01/04/2010 13:10,ABO1173,PC-8764,,Disconnect
01/04/2010 13:11,HMM2768,PC-7746,,Disconnect
01/04/2010 13:11,AGF0742,PC-5604,,Disconnect
01/04/2010 13:11,REJ2666,PC-9016,,Disconnect
01/04/2010 13:11,DNM0275,PC-4453,,Disconnect
01/04/2010 13:11,EJL1075,PC-0520,,Disconnect
